id,categoryname,title,partno,size,price,code,weight
1447,Threaded Union ,UNION VITON SCH80 GREY UPVC FIPT,8058-025,2/01/2002,252.77,B,1.04
1448,Threaded Union ,UNION VITON SCH80 GREY UPVC FIPT,8058-030,3,379.09,B,1.08
1449,Threaded Union ,UNION VITON SCH80 GREY UPVC FIPT,8058-040,4,445.54,B,1.76
1450,Threaded Union ,UNION VITON SCH80 GREY UPVC FIPT,8058-060,6,990.05,B,5.55
1451,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-005C,1-Feb,39.6,B,0.06
1452,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-007C,3-Apr,69.97,B,0.09
1453,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-010C,1,96.48,B,0.13
1454,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-012C,1/01/2004,183.84,B,0.19
1455,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-015C,1/01/2002,183.84,B,0.26
1456,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-020C,2,207.81,B,0.43
1457,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-025C,2/01/2002,334.79,B,1.1
1458,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-030C,3,635.24,B,1.13
1459,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-040C,4,682.86,B,1.84
1460,Threaded Union ,UNION VITON SCH80 GREY CPVC FIPT,8058-060C,6,1517.49,B,5.43
1461,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-005,1-Feb,21.8,B,0.06
1462,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-007,3-Apr,30.5,B,0.09
1463,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-010,1,40.61,B,0.13
1464,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-012,1/01/2004,77.45,B,0.18
1465,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-015,1/01/2002,95.92,B,0.25
1466,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-020,2,147.58,B,0.41
1467,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-025,2/01/2002,197.65,B,1.03
1468,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-030,3,374.4,B,1.07
1469,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-040,4,437.89,B,1.76
1470,Threaded Union ,UNION EPDM SCH80 GREY UPVC FIPT,8098-060,6,972.78,B,5.53
1471,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-005C,1-Feb,39.1,B,0.06
1472,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-007C,3-Apr,69.11,B,0.09
1473,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-010C,1,95.3,B,0.14
1474,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-012C,1/01/2004,181.71,B,0.19
1475,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-015C,1/01/2002,181.71,B,0.25
1476,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-020C,2,205.28,B,0.42
1477,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-025C,2/01/2002,289.2,B,1.09
1478,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-030C,3,575.38,B,1.13
1479,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-040C,4,669.86,B,1.83
1480,Threaded Union , UNION EPDM SCH80 GREY CPVC FIPT,8098-060C,6,1488.55,B,5.42
1481,Toe Nipple, TOE NIPPLE UPVC SPIG X FIPT,1882-020,1/2X2,1.75,A,0.02
1482,Toe Nipple, TOE NIPPLE UPVC SPIG X FIPT,1883-020,3/4X2,1.75,A,0.03
1483,Toe Nipple, TOE NIPPLE UPVC SPIG X FIPT,1884-030,1X3,2.94,A,0.05
1484,Toe Nipple, TOE NIPPLE UPVC SPIG X FIPT,1885-030,1-1/4X3,4.12,B,0.07
1485,Toe Nipple, TOE NIPPLE UPVC SPIG X FIPT,1886-035,1-1/2X3-1/2,5.39,B,0.11
1486,Toe Nipple, TOE NIPPLE UPVC SPIG X FIPT,1887-035,2X3-1/2,7.05,B,0.15
1487,Toe Nipple, TOE NIPPLE UPVC SPIG X FIPT,1889-050,3X5,33.83,B,0.37
1488,Toe Nipple, TOE NIPPLE UPVC SPIG X FIPT,1890-060,4X6,50.3,B,0.65
1489,Toe Nipple,TOE NIPPLE CPVC SPIG X FIPT,1882-020C,1/2X2,4.4,A,0.02
1490,Toe Nipple,TOE NIPPLE CPVC SPIG X FIPT,1883-020C,3/4X2,5.25,A,0.02
1491,Toe Nipple,TOE NIPPLE CPVC SPIG X FIPT,1884-030C,1X3,7.45,A,0.05
1492,Toe Nipple,TOE NIPPLE CPVC SPIG X FIPT,1885-030C,1-1/4X3,10.23,A,0.07
1493,Toe Nipple,TOE NIPPLE CPVC SPIG X FIPT,1886-035C,1-1/2X3-1/2,12.92,A,0.11
1494,Toe Nipple,TOE NIPPLE CPVC SPIG X FIPT,1887-035C,2X3-1/2,16.79,A,0.16
1495,Toe Nipple,TOE NIPPLE CPVC SPIG X FIPT,1889-050C,3X5,48.61,B,0.4
1496,Toe Nipple,TOE NIPPLE CPVC SPIG X FIPT,1890-060C,4X6,81.81,B,0.7
1497,Toe Nipple, TOE NIPPLE UPVC SPIG X BSPT,1882-020BT,1/2X2,1.75,A,0.02
1498,Toe Nipple, TOE NIPPLE UPVC SPIG X BSPT,1883-020BT,3/4X2,1.75,A,0.03
1499,Toe Nipple, TOE NIPPLE UPVC SPIG X BSPT,1884-030BT,1X3,2.96,A,0.05
1500,Toe Nipple, TOE NIPPLE UPVC SPIG X BSPT,1885-030BT,1-1/4X3,3.94,A,0.07
1501,Toe Nipple, TOE NIPPLE UPVC SPIG X BSPT,1886-035BT,1-1/2X3-1/2,5.16,A,0.11
1502,Toe Nipple, TOE NIPPLE UPVC SPIG X BSPT,1887-035BT,2X3-1/2,6.74,A,0.15
1503,Toe Nipple, TOE NIPPLE UPVC SPIG X BSPT,1889-050BT,3X5,32.36,A,0.37
1504,Toe Nipple, TOE NIPPLE UPVC SPIG X BSPT,1890-060BT,4X6,48.11,A,0.65
1505,Toe Nipple,TOE NIPPLE CPVC SPIG X BSPT,1882-020CBT,1/2X2,4.4,B,0.02
1506,Toe Nipple,TOE NIPPLE CPVC SPIG X BSPT,1883-020CBT,3/4X2,5.25,B,0.02
1507,Toe Nipple,TOE NIPPLE CPVC SPIG X BSPT,1884-030CBT,1X3,7.45,B,0.05
1508,Toe Nipple,TOE NIPPLE CPVC SPIG X BSPT,1885-030CBT,1-1/4X3,10.23,B,0.07
1509,Toe Nipple,TOE NIPPLE CPVC SPIG X BSPT,1886-035CBT,1-1/2X3-1/2,12.92,B,0.11
1510,Toe Nipple,TOE NIPPLE CPVC SPIG X BSPT,1887-035CBT,2X3-1/2,16.79,B,0.16
1511,Toe Nipple,TOE NIPPLE CPVC SPIG X BSPT,1889-050CBT,3X5,48.61,B,0.4
1512,Toe Nipple,TOE NIPPLE CPVC SPIG X BSPT,1890-060CBT,4X6,81.81,B,0.7
1513,Barrel Nipple  , TOE NIPPLE UPVC BSPT X BSPT,882-020BT,1/2X2,1.75,A,0.01
1514,Barrel Nipple  , TOE NIPPLE UPVC BSPT X BSPT,883-020BT,3/4X2,1.75,A,0.02
1515,Barrel Nipple  , TOE NIPPLE UPVC BSPT X BSPT,884-030BT,1X3,2.94,A,0.04
1516,Barrel Nipple  , TOE NIPPLE UPVC BSPT X BSPT,885-030BT,1-1/4X3,3.94,A,0.05
1517,Barrel Nipple  , TOE NIPPLE UPVC BSPT X BSPT,886-035BT,1-1/2X3-1/2,5.16,A,0.11
1518,Barrel Nipple  , TOE NIPPLE UPVC BSPT X BSPT,887-035BT,2X3-1/2,6.74,A,0.15
1519,Barrel Nipple  , TOE NIPPLE UPVC BSPT X BSPT,889-050BT,3X5,32.36,A,0.37
1520,Barrel Nipple  , TOE NIPPLE UPVC BSPT X BSPT,890-060BT,4X6,48.11,A,0.65
1521,Barrel Nipple  , TOE NIPPLE CPVC BSPT X BSPT,882-020CBT,1/2X2,4.4,"	 B",0.01
1522,Barrel Nipple  , TOE NIPPLE CPVC BSPT X BSPT,883-020CBT,3/4X2,5.25,"	 B",0.02
1523,Barrel Nipple  , TOE NIPPLE CPVC BSPT X BSPT,884-030CBT,1X3,7.45,"	 B",0.05
1524,Barrel Nipple  , TOE NIPPLE CPVC BSPT X BSPT,885-030CBT,1-1/4X3,10.23,"	 B",0.07
1525,Barrel Nipple  , TOE NIPPLE CPVC BSPT X BSPT,886-035CBT,1-1/2X3-1/2,12.92,"	 B",0.11
1526,Barrel Nipple  , TOE NIPPLE CPVC BSPT X BSPT,887-035CBT,2X3-1/2,16.79,"	 B",0.16
1527,Barrel Nipple  , TOE NIPPLE CPVC BSPT X BSPT,889-050CBT,3X5,48.61,"	 B",0.4
1528,Barrel Nipple  , TOE NIPPLE CPVC BSPT X BSPT,890-060CBT,4X6,81.81,"	 B",0.59
1529,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-005,1-Feb,30.24,A,0.08
1530,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-007,3-Apr,36.99,A,0.1
1531,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-010,1,58.86,A,0.15
1532,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-012,1/01/2004,78.3,A,0.21
1533,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-015,1/01/2002,88.83,A,0.24
1534,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-020,2,122.04,A,0.33
1535,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-025,2/01/2002,205.74,A,0.52
1536,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-030,3,240.3,A,0.68
1537,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-040,4,336.42,A,0.96
1538,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-050,5,552.15,A,1.31
1539,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-060,6,608.31,A,1.7
1540,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-080,8,1078.65,B,2.7
1541,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-100,10,1467.99,B,3.62
1542,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-120,12,2126.25,B,5.06
1543,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-140,14,2688.66,B,8.04
1544,Pipe ,SCHEDULE 40 GREY PIPE PLAIN END 6M,4008-160,16,2836.89,B,7.39
1545,Equal Tee ,EQUAL TEE SCH40 SOC,401-005L,1-Feb,11.5,B,0.03
1546,Equal Tee ,EQUAL TEE SCH40 SOC,401-007L,3-Apr,13.11,B,0.05
1547,Equal Tee ,EQUAL TEE SCH40 SOC,401-010L,1,24.53,B,0.08
1548,Equal Tee ,EQUAL TEE SCH40 SOC,401-012L,1/01/2004,38.56,B,0.13
1549,Equal Tee ,EQUAL TEE SCH40 SOC,401-015L,1/01/2002,46.75,B,0.16
1550,Equal Tee ,EQUAL TEE SCH40 SOC,401-020L,2,67.95,B,0.22
1551,Equal Tee ,EQUAL TEE SCH40 SOC,401-025L,2/01/2002,223.95,B,0.49
1552,Equal Tee ,EQUAL TEE SCH40 SOC,401-030L,3,293.73,B,0.65
1553,Equal Tee ,EQUAL TEE SCH40 SOC,401-040L,4,531.74,B,1.01
1554,Reducing Tee , REDUCING TEE SCH40 SOC,401-101G,3/4X1/2,6.37,B,0.04
1555,Reducing Tee , REDUCING TEE SCH40 SOC,401-130G,1X1/2,10.8,B,0.06
1556,Reducing Tee , REDUCING TEE SCH40 SOC,401-131G,1X3/4,11.72,B,0.07
1557,Reducing Tee , REDUCING TEE SCH40 SOC,401-166G,1-1/4X1/2,17.6,B,0.08
1558,Reducing Tee , REDUCING TEE SCH40 SOC,401-167G,1-1/4X3/4,17.6,B,0.09
1559,Reducing Tee , REDUCING TEE SCH40 SOC,401-168G,1-1/4X1,17.6,B,0.11
1560,Reducing Tee , REDUCING TEE SCH40 SOC,401-209G,1-1/2X1/2,30.4,B,0.1
1561,Reducing Tee , REDUCING TEE SCH40 SOC,401-210G,1-1/2X3/4,30.4,B,0.11
1562,Reducing Tee , REDUCING TEE SCH40 SOC,401-211G,1-1/2X1,30.4,B,0.12
1563,Reducing Tee , REDUCING TEE SCH40 SOC,401-212G,1-1/2X1-1/4,30.4,B,0.16
1564,Reducing Tee , REDUCING TEE SCH40 SOC,401-247G,2X1/2,30.4,B,0.14
1565,Reducing Tee , REDUCING TEE SCH40 SOC,401-248G,2X3/4,30.4,B,0.15
1566,Reducing Tee , REDUCING TEE SCH40 SOC,401-249G,2X1,30.4,B,0.16
1567,Reducing Tee , REDUCING TEE SCH40 SOC,401-250G,2X1-1/4,30.4,B,0.2
1568,Reducing Tee , REDUCING TEE SCH40 SOC,401-251G,2X1-1/2,30.4,B,0.21
1569,Reducing Tee , REDUCING TEE SCH40 SOC,401-337G,3X1-1/2,50.38,B,0.44
1570,Reducing Tee , REDUCING TEE SCH40 SOC,401-338G,3X2,50.37,B,0.48
1571,Reducing Tee , REDUCING TEE SCH40 SOC,401-420G,4X2,83.75,B,0.65
1572,Reducing Tee , REDUCING TEE SCH40 SOC,401-422G,4X3,83.75,B,1.03
1573,Reducing Tee , REDUCING TEE SCH40 SOC,401-532G,6X4,235.05,B,2.04
1574,Reducing Tee , REDUCING TEE SCH40 SOC,401-585G,8X6,545.17,B,3.94
1575,90 Deg Elbow ,90 ELBOWS SOC,406-005G,1-Feb,9.37,B,0.02
1576,90 Deg Elbow ,90 ELBOWS SOC,406-007G,3-Apr,10.25,B,0.03
1577,90 Deg Elbow ,90 ELBOWS SOC,406-010G,1,18.6,B,0.05
